,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
5091,26402,23.0,4.3,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,37,10.445284895726788
5092,33966,20.0,4.6,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,16.819978764192328
5093,6155,21.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,9.074573553694421
5094,31046,28.0,4.7,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,9.313990607346351
5095,859,29.0,4.7,Sunny,Low,2,Snack,motorcycle,0.0,No,Urban,17,1.554551170602139
5096,28711,33.0,4.7,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,4.537940845665759
5097,894,28.0,4.1,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,44,12.417907729515415
5098,15344,38.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,9.081845041775077
5099,25130,32.0,4.6,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,31,4.663344842697739
5100,25732,37.0,4.5,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,28,14.021756535107778
5101,10202,25.0,5.0,Stormy,High,1,Snack,scooter,0.0,No,Urban,20,6.147076220308258
5102,45399,34.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,7.342480856113623
5103,8545,30.0,4.3,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,33,6.232807160814951
5104,45235,32.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,3.0736184691855994
5105,17625,38.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,7.762461854606564
5106,15938,29.0,5.0,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,1.512556272737763
5107,18844,,,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,20.442929762531403
5108,18476,39.0,4.6,Stormy,High,1,Drinks,motorcycle,1.0,No,Urban,25,1.560663035437337
5109,3668,30.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,12.43458552483367
5110,12663,30.0,4.6,Sunny,Medium,0,Buffet,motorcycle,,No,Metropolitian,22,4.674181485043763
5111,22920,27.0,4.7,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,3.0640029573513696
5112,3458,33.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,29,3.064335146614717
5113,4729,21.0,5.0,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,13,1.5580865135451947
5114,3734,31.0,4.5,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,7.64950631838354
5115,19101,25.0,4.5,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,18,9.174316773708496
5116,24299,24.0,4.7,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Urban,23,13.98991687733361
5117,2762,21.0,4.9,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,39,14.152800689506924
5118,18505,28.0,4.9,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,4.674143698579478
5119,13808,33.0,3.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33,16.38598063526774
5120,13064,36.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,24,1.520292545960268
5121,5830,36.0,4.5,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,25,6.081185877665372
5122,22476,38.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,4.53016303351925
5123,18174,21.0,4.6,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,26,4.560926277678764
5124,25906,30.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,,23,7.659687719559413
5125,10917,33.0,4.6,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,24,4.717601091654031
5126,33981,34.0,4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,6.147073150981206
5127,26691,39.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,6.232472211068167
5128,6266,33.0,3.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,10.880731284474216
5129,16522,37.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,3.108902919947474
5130,29000,25.0,4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,10.703215446477477
5131,13812,34.0,4.5,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,24,20.18348136584721
5132,31789,21.0,4.7,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,23,7.76177991912937
5133,40239,35.0,4.6,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,27,7.646414103123845
5134,3124,37.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,7.546817179297724
5135,42889,20.0,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,11,16.851371030985696
5136,28925,,,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,12.293207925638878
5137,2729,35.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,1.5094383129819424
5138,11898,24.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,3.0188764667867023
5139,7941,32.0,4.7,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,34,6.29013467758336
5140,18118,36.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,27,7.546800541109527
5141,18487,20.0,4.7,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,28,10.42547509986873
5142,21386,30.0,5.0,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,7.7909441384951865
5143,4681,28.0,4.7,Windy,Medium,1,Meal,scooter,,No,Metropolitian,23,12.257003121955876
5144,40962,,,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,24,14.152800689506924
5145,30740,25.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,1.5125236297088864
5146,42154,28.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,19.68834031168132
5147,3748,27.0,4.7,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Urban,11,1.5725337265584898
5148,32343,24.0,5.0,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Urban,22,13.429047569676257
5149,4199,27.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,4.540779627583933
5150,30475,23.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,3.0189069964937083
5151,40781,,,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,47,10.757108800062763
5152,31774,36.0,4.9,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,4.395412963255238
5153,12991,29.0,5.0,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,16,7.5683448412169
5154,1083,35.0,4.6,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,21,19.688565914791827
5155,9502,20.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,17.078706390612158
5156,7659,31.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,32,3.0595542483625007
5157,16663,38.0,4.9,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,9.075521306348927
5158,1315,32.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,10.707006464577402
5159,39269,38.0,4.8,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,14.021819246645988
5160,22559,22.0,4.8,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,26,13.902692073689407
5161,19708,30.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,9.055855161651426
5162,12626,22.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,31,19.6609439476218
5163,38185,33.0,5.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,6.242485073424046
5164,10893,22.0,4.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,19.882987868115396
5165,6957,28.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,13.766192440699788
5166,28750,25.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,15,19.665992611716245
5167,36489,31.0,4.7,Stormy,Low,2,Snack,electric_scooter,1.0,No,Urban,29,11.919595217625693
5168,23695,28.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,33,12.2363228098626
5169,28800,31.0,4.7,Fog,Medium,2,Meal,electric_scooter,2.0,No,Metropolitian,37,10.42721501021827
5170,41462,24.0,4.6,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,14,6.051108888156784
5171,24563,34.0,4.9,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,44,12.25352867430943
5172,4844,29.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,13,11.007734763545226
5173,22492,29.0,4.9,Windy,Medium,0,Drinks,motorcycle,1.0,No,,19,4.674644234004984
5174,8530,32.0,4.6,Fog,Jam,0,Drinks,motorcycle,3.0,No,Metropolitian,49,17.166659641229856
5175,24399,39.0,4.0,Windy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,48,17.09875410815598
5176,37294,26.0,4.6,Cloudy,Jam,2,Buffet,scooter,,No,Metropolitian,30,4.395417948554396
5177,26260,29.0,4.6,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,24,6.118933768592631
5178,43351,35.0,4.7,Stormy,High,2,Snack,scooter,1.0,No,Urban,28,6.209976450653834
5179,30690,30.0,4.7,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,26,6.050033592408317
5180,44330,31.0,4.4,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,43,17.09846751873736
5181,15048,31.0,4.7,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,23,13.681485556947163
5182,14900,30.0,4.9,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,37,13.583440059689538
5183,29090,30.0,4.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,33,7.772282029685755
5184,10217,21.0,4.8,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,16,1.5203682264724199
5185,5148,32.0,4.7,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,13.407238587912502
5186,11918,26.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,4.5442645092455916
5187,29557,20.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,20,13.969760213011874
5188,9412,31.0,4.1,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,6.210864156013002
5189,45457,24.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Urban,17,20.069492072749085
5190,38833,21.0,4.8,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,1.5544772794945223
5191,45446,22.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,4.590648123922535
5192,41047,33.0,4.7,Windy,High,2,Buffet,scooter,1.0,No,Urban,30,1.5302594867794963
5193,15216,27.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,11.983910534915308
5194,14999,31.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,17,4.717601091654031
5195,3703,25.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,22,9.055364789631513
5196,31784,34.0,4.9,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,10.865882927568233
5197,29814,23.0,4.1,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,32,5.95875624214082
5198,2464,31.0,5.0,Stormy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,26,5.95875624214082
5199,11422,33.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,13.989512053615803
5200,24906,25.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,15,12.234645516928435
5201,40985,38.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,8.929054494964838
5202,22968,32.0,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,23,1.5527577995613158
5203,4660,29.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,3.0251533676453985
5204,42596,37.0,4.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,17.073026289623456
5205,28757,37.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,9.348493190106744
5206,14549,20.0,4.7,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,28,10.562878909061034
5207,15107,,,,,3,Meal,electric_scooter,1.0,No,Metropolitian,33,9.326872528792316
5208,33300,33.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,18,7.56281769012707
5209,41433,37.0,4.6,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,35,1.5524796346121552
5210,42873,33.0,4.3,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,31,12.292622739214528
5211,29784,21.0,4.9,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,19,14.152800689506924
5212,37699,38.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,39,13.893864730580933
5213,34202,35.0,4.9,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,25,3.1044633757331934
5214,14301,30.0,4.6,Sunny,Low,2,Drinks,motorcycle,,No,Metropolitian,18,20.180908601252117
5215,23605,21.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,4.560890657632929
5216,42443,38.0,4.4,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,36,6.29013467758336
5217,28307,24.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,7.761726486450179
5218,35781,30.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,7.601870282602796
5219,1822,23.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23,9.193469879457334
5220,41682,38.0,4.9,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,9.088078141696645
5221,25176,37.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,26,1.536802063728724
5222,17810,31.0,4.6,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,38,20.17889371360666
5223,2208,36.0,4.5,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,23,1.5367158906738052
5224,32007,39.0,4.9,Windy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,16.641014927968957
5225,22744,26.0,4.6,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,10.703215446477477
5226,22236,24.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Urban,22,9.26290294056852
5227,42246,36.0,4.5,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,15,9.121425981664203
5228,1276,26.0,4.5,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,10.755502959425906
5229,19119,30.0,4.2,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,9.31330000279055
5230,36622,32.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.147383751654469
5231,11436,20.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,,24,13.680927409365763
5232,5792,27.0,4.9,Sunny,Jam,2,Snack,motorcycle,1.0,No,Urban,14,13.611163547830161
5233,24422,38.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,1.5725337265584898
5234,16075,15.0,1.0,,,3,Snack,scooter,0.0,No,Metropolitian,23,4275.737511259134
5235,37286,27.0,4.7,Windy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,12,1.5368588604909863
5236,45357,21.0,4.6,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,13,4.65759746887544
5237,25939,29.0,4.8,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,21,20.442929762531403
5238,26764,20.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,25,13.581198240324719
5239,4007,37.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,22,13.990151177314669
5240,8410,31.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,13.587535883411064
5241,4159,28.0,4.9,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,17.297865752893937
5242,22121,25.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,21,7.7903367336244065
5243,17115,38.0,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,44,16.824772113232584
5244,2010,34.0,4.2,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,42,20.181259826496607
5245,23414,24.0,5.0,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,11,1.5523182850562793
5246,8569,36.0,4.6,Windy,Low,1,Snack,scooter,1.0,No,Urban,28,3.1450674354101187
5247,37659,21.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,10.724672086540865
5248,41102,36.0,4.7,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,29,7.862668167467362
5249,36637,26.0,5.0,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,19.889978303746236
5250,31960,24.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,4.5442645092455916
5251,1299,20.0,5.0,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Urban,28,17.138077427608316
5252,44494,23.0,4.9,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,18,4.469193824824663
5253,445,33.0,4.8,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,48,19.97671211035263
5254,18695,26.0,4.7,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,18,4.657672650228106
5255,40134,32.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,11.007734763545226
5256,22931,21.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,1.4883409383650872
5257,1776,26.0,4.9,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,16,4.560783588900337
5258,9859,30.0,4.6,Fog,Jam,2,Meal,scooter,3.0,No,Urban,49,12.464329297404836
5259,112,39.0,4.2,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,39,16.634870118192893
5260,23348,,,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,7.862668167467362
5261,16720,25.0,5.0,Sunny,Jam,2,Buffet,electric_scooter,1.0,,,12,13.830756172664909
5262,43168,33.0,4.6,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,6.146243658343158
5263,20045,26.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,18,3.1089026299388833
5264,29520,,,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,20,11.718719558493994
5265,35909,25.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,12.58026782216666
5266,17095,28.0,4.6,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,9.075387359302276
5267,1992,36.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,16.902993744226492
5268,5326,23.0,5.0,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,17.076725433717133
5269,23183,28.0,5.0,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,22,20.17810087293228
5270,45459,30.0,4.9,Stormy,Jam,0,Drinks,motorcycle,2.0,Yes,Semi-Urban,48,10.641581256433879
5271,25933,22.0,4.2,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,37,4.632263050752858
5272,26552,24.0,4.7,Windy,Medium,0,Meal,motorcycle,1.0,No,Urban,17,4.469027394126052
5273,28198,36.0,4.9,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,3.1450674354101187
5274,33153,31.0,4.7,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,7.790125828510814
5275,22310,26.0,4.8,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,17,9.055848503913687
5276,27757,28.0,5.0,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,1.5527615033304227
5277,24905,29.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,9.193093962383628
5278,27495,23.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,3.1450674354101187
5279,9017,20.0,4.6,Windy,Jam,1,Snack,scooter,0.0,No,Metropolitian,16,20.442929762531403
5280,921,34.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,18,13.785027203413126
5281,31920,28.0,4.6,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,15,10.707675026292405
5282,23908,21.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,24,16.819856608078997
5283,13158,30.0,5.0,Windy,High,1,Snack,motorcycle,0.0,No,Metropolitian,25,6.050355980617819
5284,35122,22.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,31,10.880650831335046
5285,34438,34.0,5.0,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,19.615926964390486
5286,29276,24.0,4.9,Sunny,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,20,3.1089026299388833
5287,25704,,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,37,7.802453018324818
5288,7508,34.0,4.9,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,3.0605577738082954
5289,22186,34.0,4.9,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,19.97674646695781
5290,12572,20.0,4.5,Cloudy,Medium,1,Snack,scooter,1.0,No,Urban,28,10.867232952482908
5291,17898,31.0,4.2,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,39,20.85177138300019
5292,27174,26.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,13.583332471866477
5293,15728,31.0,3.9,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,39,12.41839474187955
5294,36874,,,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,12.116950608663233
5295,617,30.0,4.4,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,16.72060564151053
5296,22316,26.0,4.8,Windy,Jam,2,Meal,scooter,0.0,No,Urban,12,7.862668167467362
5297,26449,31.0,4.6,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,9.435201537103644
5298,24369,20.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,6.037225392395853
5299,12806,36.0,4.5,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,3.1044633757331934
5300,28450,36.0,5.0,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,19,4.657651548885854
5301,9593,31.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,3.0640029573513696
5302,14842,28.0,4.9,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,16.4124840441567
5303,12526,,,,,3,Meal,electric_scooter,0.0,No,Metropolitian,23,6.080918142399229
5304,24302,32.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,26,20.17774245119651
5305,42312,22.0,4.9,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23,8.937783115325379
5306,26058,35.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,21,4.681601684802495
5307,24052,34.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Urban,10,3.1161417133993528
5308,42259,37.0,4.9,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,10.586888296620865
5309,31080,33.0,4.9,Cloudy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,2.984637270033896
5310,42258,35.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,9.31301715871654
5311,41851,32.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,15,19.976644021154996
5312,38513,36.0,4.9,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,26,3.1450674354101187
5313,19741,33.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,13.589850479562887
5314,2094,32.0,4.9,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,6.0497889093284245
5315,45569,30.0,4.9,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,26,3.116127221552501
5316,32172,31.0,4.7,Sunny,Low,1,Snack,scooter,1.0,No,Urban,18,1.5725337265584898
5317,44480,37.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,22,19.76105000354109
5318,19191,25.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,19.91573148129716
5319,33532,35.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,3.1053322741745277
5320,32043,36.0,4.5,Fog,Low,2,Drinks,scooter,0.0,No,,15,4.56122368116472
5321,12222,27.0,4.2,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,29,1.552216561024622
5322,1472,24.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20.254010036498787
5323,34595,28.0,4.8,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,13.788747286135335
5324,37301,35.0,5.0,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,4.5281645800235975
5325,30656,32.0,4.1,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,32,1.5095756016472972
5326,30266,37.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,4.596745626394614
5327,9588,33.0,4.6,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,6.232303380257063
5328,23443,36.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,51,16.659838319151632
5329,32072,37.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,37,19.62041929654211
5330,6533,35.0,4.3,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,35,17.297865752893937
5331,35110,27.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,14.152800689506924
5332,39951,25.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,7.648947507811172
5333,28793,24.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,,10,9.0553613181401
5334,13660,31.0,5.0,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,17.098061238885432
5335,20351,34.0,4.4,Fog,Medium,1,Snack,scooter,0.0,No,Urban,32,16.648658888152998
5336,2462,38.0,4.7,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,29,6.209485214431726
